"cntry","essround","variable","ess_id","party","partyfacts_id","partyfacts_name"
"EE",9,"prtvtgee",9,"Eesti Iseseisvuspartei",NA,NA
"EE",9,"prtvtgee",11,"Eesti Vabaerakond",3271,"EV"
"EE",9,"prtvtgee",12,"Rahva Ühtsuse Erakond",NA,NA
"ES",1,"prtvtes",1,"Partido Popular (PP)",441,"AP-P"
"ES",1,"prtvtes",2,"Partido Socialista Obrero Español (PSOE)",1338,"PSOE"
"ES",1,"prtvtes",3,"Izquierda Unida (IU)",247,"PCE|IU"
"ES",1,"prtvtes",4,"Convergència i Unió (CiU)",139,"CiU"
"ES",1,"prtvtes",5,"Esquerra Repubicana de Catalunya (ERC)",848,"ERC"
"ES",1,"prtvtes",6,"Iniciativa per Catalunya-Verds (ICV)",1260,NA
"ES",1,"prtvtes",7,"Partido Nacionalista Vasco (PNV)",1637,"PNV"
"ES",1,"prtvtes",8,"Eusko Alkartasuna (EA)",1324,"EA"
"ES",1,"prtvtes",9,"Bloque Nacionalista Galego (BNG)",1011,"BNG"
"ES",1,"prtvtes",10,"Coalición Canaria (CC)",81,"CC"
"ES",1,"prtvtes",11,"Partido Andalucista (PA)",1497,"PA"
"ES",1,"prtvtes",12,"Chunta Aragonesista (CHA)",1564,NA
"ES",1,"prtvtes",13,"Other",NA,NA
"ES",1,"prtvtes",14,"Not applicable",NA,NA
"ES",1,"prtvtes",15,"Refusal",NA,NA
"ES",1,"prtvtes",16,"Don't know",NA,NA
"ES",2,"prtvtaes",1,"Partido Popular (PP)",441,"AP-P"
"ES",2,"prtvtaes",2,"Partido Socialista Obrero Español (PSOE)",1338,"PSOE"
"ES",2,"prtvtaes",3,"Izquierda Unida (IU)",247,"PCE|IU"
"ES",2,"prtvtaes",4,"Convergència i Unió (CiU)",139,"CiU"
"ES",2,"prtvtaes",5,"Esquerra Repubicana de Catalunya (ERC)",848,"ERC"
"ES",2,"prtvtaes",6,"Iniciativa per Catalunya-Verds (ICV)",1260,NA
"ES",2,"prtvtaes",7,"Partido Nacionalista Vasco (PNV)",1637,"PNV"
"ES",2,"prtvtaes",8,"Eusko Alkartasuna (EA)",1324,"EA"
"ES",2,"prtvtaes",9,"Bloque Nacionalista Galego (BNG)",1011,"BNG"
"ES",2,"prtvtaes",10,"Coalición Canaria (CC)",81,"CC"
"ES",2,"prtvtaes",11,"Partido Andalucista (PA)",1497,"PA"
"ES",2,"prtvtaes",12,"Chunta Aragonesista (CHA)",1564,NA
"ES",2,"prtvtaes",14,"Other",NA,NA
"ES",2,"prtvtaes",15,"Blank vote",3083,NA
"ES",2,"prtvtaes",16,"Spoiled vote",3083,NA
"ES",2,"prtvtaes",17,"Not applicable",NA,NA
"ES",2,"prtvtaes",19,"Don't know",NA,NA
"ES",2,"prtvtaes",20,"No answer",NA,NA
"ES",3,"prtvtaes",1,"Partido Popular (PP)",441,"AP-P"
"ES",3,"prtvtaes",2,"Partido Socialista Obrero Español (PSOE)",1338,"PSOE"
"ES",3,"prtvtaes",3,"Izquierda Unida (IU)",247,"PCE|IU"
"ES",3,"prtvtaes",4,"Convergència i Unió (CiU)",139,"CiU"
"ES",3,"prtvtaes",5,"Esquerra Repubicana de Catalunya (ERC)",848,"ERC"
"ES",3,"prtvtaes",6,"Iniciativa per Catalunya-Verds (ICV)",1260,NA
"ES",3,"prtvtaes",7,"Partido Nacionalista Vasco (PNV)",1637,"PNV"
"ES",3,"prtvtaes",8,"Eusko Alkartasuna (EA)",1324,"EA"
"ES",3,"prtvtaes",9,"Bloque Nacionalista Galego (BNG)",1011,"BNG"
"ES",3,"prtvtaes",10,"Coalición Canaria (CC)",81,"CC"
"ES",3,"prtvtaes",11,"Partido Andalucista (PA)",1497,"PA"
"ES",3,"prtvtaes",12,"Chunta Aragonesista (CHA)",1564,NA
"ES",3,"prtvtaes",13,"Nafarroa-Bai (NA-BAI)",611,"Bai"
"ES",3,"prtvtaes",14,"Other",NA,NA
"ES",3,"prtvtaes",15,"Blank vote",3083,NA
"ES",3,"prtvtaes",16,"Spoiled vote",3083,NA
"ES",3,"prtvtaes",17,"Not applicable",NA,NA
"ES",3,"prtvtaes",18,"Refusal",NA,NA
"ES",3,"prtvtaes",19,"Don't know",NA,NA
"ES",4,"prtvtbes",1,"Partido Popular",441,"AP-P"
"ES",4,"prtvtbes",2,"Partido Socialista Obrero Español (PSOE)",1338,"PSOE"
"ES",4,"prtvtbes",3,"Izquierda Unida (IU)",247,"PCE|IU"
"ES",4,"prtvtbes",4,"Convergència i Unió (CiU)",139,"CiU"
"ES",4,"prtvtbes",5,"Esquerra Republicana de Catalunya (ERC)",848,"ERC"
"ES",4,"prtvtbes",6,"Partido Nacionalista Vasco (PNV)",1637,"PNV"
"ES",4,"prtvtbes",7,"Bloque Nacionalista Galego (BNG)",1011,"BNG"
"ES",4,"prtvtbes",8,"Coalición Canaria-Partido Nacionalista Canario (CC-PNC)",81,"CC"
"ES",4,"prtvtbes",9,"Nafarroa-Bai (NA-BAI)",611,"Bai"
"ES",4,"prtvtbes",10,"Unión Progreso y Democracia (UPyD)",55,"UPyD"
"ES",4,"prtvtbes",11,"Other",NA,NA
"ES",4,"prtvtbes",12,"Blank vote",3083,NA
"ES",4,"prtvtbes",13,"Spoiled vote",3083,NA
"ES",4,"prtvtbes",14,"Not applicable",NA,NA
"ES",4,"prtvtbes",15,"Refusal",NA,NA
"ES",4,"prtvtbes",16,"Don't know",NA,NA
"ES",5,"prtvtbes",1,"Partido Popular",441,"AP-P"
"ES",5,"prtvtbes",2,"Partido Socialista Obrero Español (PSOE)",1338,"PSOE"
"ES",5,"prtvtbes",3,"Izquierda Unida (IU)",247,"PCE|IU"
"ES",5,"prtvtbes",4,"Convergència i Unió (CiU)",139,"CiU"
"ES",5,"prtvtbes",5,"Esquerra Republicana de Catalunya (ERC)",848,"ERC"
"ES",5,"prtvtbes",6,"Partido Nacionalista Vasco (PNV)",1637,"PNV"
"ES",5,"prtvtbes",7,"Bloque Nacionalista Galego (BNG)",1011,"BNG"
"ES",5,"prtvtbes",8,"Coalición Canaria-Partido Nacionalista Canario (CC-PNC)",81,"CC"
"ES",5,"prtvtbes",9,"Nafarroa-Bai (NA-BAI)",611,"Bai"
"ES",5,"prtvtbes",10,"Unión Progreso y Democracia (UPyD)",55,"UPyD"
"ES",5,"prtvtbes",11,"Other",NA,NA
"ES",5,"prtvtbes",12,"Blank vote",3083,NA
"ES",5,"prtvtbes",13,"Spoiled vote",3083,NA
"ES",5,"prtvtbes",14,"Not applicable",NA,NA
"ES",5,"prtvtbes",15,"Refusal",NA,NA
"ES",5,"prtvtbes",16,"Don't know",NA,NA
"ES",6,"prtvtces",1,"Partido Popular - PP (con UPN en Navarra)",441,"AP-P"
"ES",6,"prtvtces",2,"Partido Socialista Obrero Español (PSOE)",1338,"PSOE"
"ES",6,"prtvtces",3,"Convergència i Unió (CiU)",139,"CiU"
"ES",6,"prtvtces",4,"Izquierda Unida (IU) - (ICV en Cataluña)",247,"PCE|IU"
"ES",6,"prtvtces",5,"AMAIUR",1671,NA
"ES",6,"prtvtces",6,"Unión, Progreso y Democracia (UPyD)",55,"UPyD"
"ES",6,"prtvtces",7,"Partido Nacionalista Vasco (PNV)",1637,"PNV"
"ES",6,"prtvtces",8,"Esquerra Republicana de Catalunya (ERC)",848,"ERC"
"ES",6,"prtvtces",9,"Bloque Nacionalista Galego (BNG)",1011,"BNG"
"ES",6,"prtvtces",10,"Coalición Canaria - Nueva Canarias",81,"CC"
"ES",6,"prtvtces",11,"Compromís - EQUO",5623,NA
"ES",6,"prtvtces",12,"Foro de Ciudadanos",3217,"Cs"
"ES",6,"prtvtces",14,"Otros",NA,NA
"ES",6,"prtvtces",15,"Votó en blanco",3083,NA
"ES",6,"prtvtces",16,"Votó nulo",3083,NA
"ES",6,"prtvtces",17,"Not applicable",NA,NA
"ES",6,"prtvtces",18,"Refusal",NA,NA
"ES",6,"prtvtces",19,"Don't know",NA,NA
"ES",7,"prtvtces",1,"Partido Popular - PP (con UPN en Navarra)",441,"AP-P"
"ES",7,"prtvtces",2,"Partido Socialista Obrero Español (PSOE)",1338,"PSOE"
"ES",7,"prtvtces",3,"Convergència i Unió (CiU)",139,"CiU"
"ES",7,"prtvtces",4,"Izquierda Unida (IU) - (ICV en Cataluña)",247,"PCE|IU"
"ES",7,"prtvtces",5,"AMAIUR",1671,NA
"ES",7,"prtvtces",6,"Unión, Progreso y Democracia (UPyD)",55,"UPyD"
"ES",7,"prtvtces",7,"Partido Nacionalista Vasco (PNV)",1637,"PNV"
"ES",7,"prtvtces",8,"Esquerra Republicana de Catalunya (ERC)",848,"ERC"
"ES",7,"prtvtces",9,"Bloque Nacionalista Galego (BNG)",1011,"BNG"
"ES",7,"prtvtces",10,"Coalición Canaria - Nueva Canarias",81,"CC"
"ES",7,"prtvtces",11,"Compromís - EQUO",5623,NA
"ES",7,"prtvtces",12,"Foro de Ciudadanos",3217,"Cs"
"ES",7,"prtvtces",13,"Geroa Bai",2538,NA
"ES",7,"prtvtces",14,"Otros",NA,NA
"ES",7,"prtvtces",15,"Votó en blanco",3083,NA
"ES",7,"prtvtces",16,"Votó nulo",3083,NA
"ES",7,"prtvtces",17,"Not applicable",NA,NA
"ES",7,"prtvtces",18,"Refusal",NA,NA
"ES",7,"prtvtces",19,"Don't know",NA,NA
"ES",7,"prtvtces",20,"No answer",NA,NA
"ES",8,"prtvtdes",1,"Partido Popular - PP (con UPN en Navarra)",441,"AP-P"
"ES",8,"prtvtdes",2,"Partido Socialista Obrero Español (PSOE)",1338,"PSOE"
"ES",8,"prtvtdes",3,"Unidos Podemos",7656,"UP"
"ES",8,"prtvtdes",4,"Podemos",3203,"P"
"ES",8,"prtvtdes",5,"Ciudadanos",3217,"Cs"
"ES",8,"prtvtdes",6,"Izquierda Unida - IU",247,"PCE|IU"
"ES",8,"prtvtdes",7,"En Comú Podem",8031,"ECP"
"ES",8,"prtvtdes",8,"Compromís-Podemos-EUPV",8271,"C|AV"
"ES",8,"prtvtdes",9,"Compromís",5623,NA
"ES",8,"prtvtdes",10,"Esquerra Republicana de Catalunya (ERC)",848,"ERC"
"ES",8,"prtvtdes",11,"CDC-PdeCAT",4795,"CDC|JxCat"
"ES",8,"prtvtdes",12,"En Marea",5873,"EM|GCE"
"ES",8,"prtvtdes",13,"EAJ-PNV",1637,"PNV"
"ES",8,"prtvtdes",14,"EH Bildu",5668,"EHB"
"ES",8,"prtvtdes",15,"CC-PCC (Coalición Canaria)",81,"CC"
"ES",8,"prtvtdes",16,"CC (Coalición Canaria)",81,"CC"
"ES",8,"prtvtdes",17,"PNC (Nueva Canaria)",8261,NA
"ES",8,"prtvtdes",18,"PACMA",3219,"PACMA"
"ES",8,"prtvtdes",19,"Candidatura d´Unitat Popular - CUP",8357,"CUP"
"FI",1,"prtvtfi",1,"The National Coalition Party",495,"KOK"
"FI",1,"prtvtfi",2,"The Swedish People´s Party (SPP)",1229,"RKP-SFP"
"FI",1,"prtvtfi",3,"Liberals, (The liberal party of Finland)",249,"KE|SLK"
"FI",1,"prtvtfi",4,"The Centre Party",901,"KESK"
"FI",1,"prtvtfi",5,"True Finns",1689,"SP|P"
"FI",1,"prtvtfi",6,"Christian Democrats",703,"KD"
"FI",1,"prtvtfi",7,"League for Free Finland",1259,"VSL"
"FI",1,"prtvtfi",8,"The Green League",479,"VIHR"
"FI",1,"prtvtfi",9,"Finnish Social Democratic Party",1303,"SSDP"
"FI",1,"prtvtfi",10,"The Left Alliance",1044,NA
"FI",1,"prtvtfi",11,"Communist Party of Finland",2687,NA
"FI",1,"prtvtfi",12,"The Communist Workers' Party of Finland",2687,NA
"FI",1,"prtvtfi",14,"Other",NA,NA
"FI",1,"prtvtfi",15,"Not applicable",NA,NA
"FI",1,"prtvtfi",16,"Refusal",NA,NA
"FI",1,"prtvtfi",17,"Don't know",NA,NA
"FI",2,"prtvtfi",1,"The National Coalition Party",495,"KOK"
"FI",2,"prtvtfi",2,"The Swedish People´s Party (SPP)",1229,"RKP-SFP"
"FI",2,"prtvtfi",3,"Liberals, (The liberal party of Finland)",249,"KE|SLK"
"FI",2,"prtvtfi",4,"The Centre Party",901,"KESK"
"FI",2,"prtvtfi",5,"True Finns",1689,"SP|P"
"FI",2,"prtvtfi",6,"Christian Democrats",703,"KD"
"FI",2,"prtvtfi",7,"League for Free Finland",1259,"VSL"
"FI",2,"prtvtfi",8,"The Green League",479,"VIHR"
"FI",2,"prtvtfi",9,"Finnish Social Democratic Party",1303,"SSDP"
"FI",2,"prtvtfi",10,"The Left Alliance",1044,NA
"FI",2,"prtvtfi",11,"Communist Party of Finland",2687,NA
"FI",2,"prtvtfi",12,"The Communist Workers' Party of Finland",2687,NA
"FI",2,"prtvtfi",14,"Other",NA,NA
"FI",2,"prtvtfi",15,"Not applicable",NA,NA
"FI",2,"prtvtfi",16,"Refusal",NA,NA
"FI",2,"prtvtfi",17,"Don't know",NA,NA
"FI",3,"prtvtfi",1,"The National Coalition Party",495,"KOK"
"FI",3,"prtvtfi",2,"The Swedish People´s Party (SPP)",1229,"RKP-SFP"
"FI",3,"prtvtfi",4,"The Centre Party",901,"KESK"
"FI",3,"prtvtfi",5,"True Finns",1689,"SP|P"
"FI",3,"prtvtfi",6,"Christian Democrats",703,"KD"
"FI",3,"prtvtfi",8,"The Green League",479,"VIHR"
"FI",3,"prtvtfi",9,"Finnish Social Democratic Party",1303,"SSDP"
"FI",3,"prtvtfi",10,"The Left Alliance",1044,NA
"FI",3,"prtvtfi",11,"Communist Party of Finland",2687,NA
"FI",3,"prtvtfi",14,"Other",NA,NA
"FI",3,"prtvtfi",15,"Not applicable",NA,NA
"FI",3,"prtvtfi",16,"Refusal",NA,NA
"FI",3,"prtvtfi",17,"Don't know",NA,NA
"FI",4,"prtvtafi",1,"The National Coalition Party",495,"KOK"
"FI",4,"prtvtafi",2,"The Swedish People´s Party (SPP)",1229,"RKP-SFP"
"FI",4,"prtvtafi",3,"Liberals, (The liberal party of Finland)",249,"KE|SLK"
"FI",4,"prtvtafi",4,"The Centre Party",901,"KESK"
"FI",4,"prtvtafi",5,"True Finns",1689,"SP|P"
"FI",4,"prtvtafi",6,"Christian Democrats",703,"KD"
"FI",4,"prtvtafi",7,"The Green League",479,"VIHR"
"FI",4,"prtvtafi",8,"Finnish Social Democratic Party",1303,"SSDP"
"FI",4,"prtvtafi",9,"The Left Alliance",1044,NA
"FI",4,"prtvtafi",10,"Communist Party of Finland",2687,NA
"FI",4,"prtvtafi",11,"The Communist Workers' Party of Finland",2687,NA
"FI",4,"prtvtafi",12,"Other",NA,NA
"FI",4,"prtvtafi",13,"Not applicable",NA,NA
"FI",4,"prtvtafi",14,"Refusal",NA,NA
"FI",4,"prtvtafi",15,"Don't know",NA,NA
"FI",4,"prtvtafi",16,"No answer",NA,NA
"FI",5,"prtvtbfi",1,"The National Coalition Party",495,"KOK"
"FI",5,"prtvtbfi",2,"The Swedish People´s Party (SPP)",1229,"RKP-SFP"
"FI",5,"prtvtbfi",3,"Liberals, (The liberal party of Finland)",249,"KE|SLK"
"FI",5,"prtvtbfi",4,"The Centre Party",901,"KESK"
"FI",5,"prtvtbfi",5,"True Finns",1689,"SP|P"
"FI",5,"prtvtbfi",6,"Christian Democrats",703,"KD"
"FI",5,"prtvtbfi",8,"Finnish People's Blue-whites",2687,NA
"FI",5,"prtvtbfi",9,"Senior Citizens' Party",2687,NA
"FI",5,"prtvtbfi",11,"Independence Party",2687,NA
"FI",5,"prtvtbfi",13,"The Green League",479,"VIHR"
"FI",5,"prtvtbfi",14,"Finnish Social Democratic Party",1303,"SSDP"
"FI",5,"prtvtbfi",15,"The Left Alliance",1044,NA
"FI",5,"prtvtbfi",16,"Communist Party of Finland",2687,NA
"FI",5,"prtvtbfi",17,"The Communist Workers' Party of Finland",2687,NA
"FI",5,"prtvtbfi",18,"Workers Party",2687,NA
"FI",5,"prtvtbfi",19,"Other",NA,NA
"FI",5,"prtvtbfi",20,"Not applicable",NA,NA
"FI",5,"prtvtbfi",21,"Refusal",NA,NA
"FI",5,"prtvtbfi",22,"Don't know",NA,NA
"FI",6,"prtvtcfi",1,"The National Coalition Party",495,"KOK"
"FI",6,"prtvtcfi",2,"The Swedish People´s Party (SPP)",1229,"RKP-SFP"
"FI",6,"prtvtcfi",3,"The Centre Party",901,"KESK"
"FI",6,"prtvtcfi",4,"True Finns",1689,"SP|P"
"FI",6,"prtvtcfi",5,"Christian Democrats",703,"KD"
"FI",6,"prtvtcfi",6,"Freedom Party",2687,NA
"FI",6,"prtvtcfi",8,"Pirate Party",2687,NA
"FI",6,"prtvtcfi",11,"For the Poor",2687,NA
"FI",6,"prtvtcfi",12,"Green League",479,"VIHR"
"FI",6,"prtvtcfi",13,"Social Democratic Party",1303,"SSDP"
"FI",6,"prtvtcfi",14,"Left Alliance",1044,NA
"FI",6,"prtvtcfi",15,"Communist Party",2687,NA
"FI",6,"prtvtcfi",17,"Workers Party",2687,NA
"FI",6,"prtvtcfi",18,"Other",NA,NA
"FI",6,"prtvtcfi",19,"Not applicable",NA,NA
"FI",6,"prtvtcfi",20,"Refusal",NA,NA
"FI",6,"prtvtcfi",21,"Don't know",NA,NA
"FI",7,"prtvtcfi",1,"The National Coalition Party",495,"KOK"
"FI",7,"prtvtcfi",2,"The Swedish People´s Party (SPP)",1229,"RKP-SFP"
"FI",7,"prtvtcfi",3,"The Centre Party",901,"KESK"
"FI",7,"prtvtcfi",4,"True Finns",1689,"SP|P"
"FI",7,"prtvtcfi",5,"Christian Democrats",703,"KD"
"FI",7,"prtvtcfi",7,"Change 2011",2687,NA
"FI",7,"prtvtcfi",8,"Pirate Party",2687,NA
"FI",7,"prtvtcfi",10,"Independence Party",2687,NA
"FI",7,"prtvtcfi",12,"Green League",479,"VIHR"
"FI",7,"prtvtcfi",13,"Social Democratic Party",1303,"SSDP"
"FI",7,"prtvtcfi",14,"Left Alliance",1044,NA
"FI",7,"prtvtcfi",15,"Communist Party",2687,NA
"FI",7,"prtvtcfi",16,"The Communist Workers' Party",2687,NA
"FI",7,"prtvtcfi",18,"Other",NA,NA
"FI",7,"prtvtcfi",19,"Not applicable",NA,NA
"FI",7,"prtvtcfi",20,"Refusal",NA,NA
"FI",7,"prtvtcfi",21,"Don't know",NA,NA
"FI",8,"prtvtdfi",1,"The National Coalition Party",495,"KOK"
"FI",8,"prtvtdfi",2,"The Swedish People´s Party (SPP)",1229,"RKP-SFP"
"FI",8,"prtvtdfi",3,"The Centre Party",901,"KESK"
"FI",8,"prtvtdfi",4,"True Finns",1689,"SP|P"
"FI",8,"prtvtdfi",5,"Christian Democrats",703,"KD"
"FI",8,"prtvtdfi",6,"Freedom Party",NA,NA
"FI",8,"prtvtdfi",7,"Pirate Party",NA,NA
"FI",8,"prtvtdfi",8,"Independence Party",NA,NA
"FI",8,"prtvtdfi",9,"For the Poor",NA,NA
"FI",8,"prtvtdfi",10,"Green League",479,"VIHR"
"FI",8,"prtvtdfi",11,"Social Democratic Party",1303,"SSDP"
"FI",8,"prtvtdfi",12,"Left Alliance",1044,NA
"FI",8,"prtvtdfi",13,"Communist Party",NA,NA
"FI",8,"prtvtdfi",14,"The Communist Workers' Party",NA,NA
"FI",8,"prtvtdfi",15,"Workers Party",NA,NA
"FI",9,"prtvtdfi",1,"The National Coalition Party",495,"KOK"
"FI",9,"prtvtdfi",2,"The Swedish People´s Party (SPP)",1229,"RKP-SFP"
"FI",9,"prtvtdfi",3,"The Centre Party",901,"KESK"
"FI",9,"prtvtdfi",4,"True Finns",1689,"SP|P"
"FI",9,"prtvtdfi",5,"Christian Democrats",703,"KD"
"FI",9,"prtvtdfi",6,"Freedom Party",NA,NA
"FI",9,"prtvtdfi",7,"Pirate Party",NA,NA
"FI",9,"prtvtdfi",8,"Independence Party",NA,NA
"FI",9,"prtvtdfi",9,"For the Poor",NA,NA
"FI",9,"prtvtdfi",10,"Green League",479,"VIHR"
"FI",9,"prtvtdfi",11,"Social Democratic Party",1303,"SSDP"
"FI",9,"prtvtdfi",12,"Left Alliance",1044,NA
"FI",9,"prtvtdfi",13,"Communist Party",NA,NA
"FI",9,"prtvtdfi",14,"The Communist Workers' Party",NA,NA
"FI",9,"prtvtdfi",15,"Workers Party",NA,NA
"FR",1,"prtvtfr",1,"CPNT (Chasse, Pêche, Nature et Traditions)",1313,"CPNT"
"FR",1,"prtvtfr",2,"DL (Démocratie Libérale)",4364,NA
"FR",1,"prtvtfr",3,"FN (Front National)",433,"FN"
"FR",1,"prtvtfr",4,"LCR (ligue communiste révolutionnaire)",1506,"LCR"
"FR",1,"prtvtfr",5,"LO (Lutte ouvrière)",617,"LO"
"FR",1,"prtvtfr",6,"MDC (Mouvement des citoyens)",3156,"MDC"
"FR",1,"prtvtfr",7,"MNR (Mouvement National Républicain)",1634,"MNR"
"FR",1,"prtvtfr",8,"MPF (Mouvement pour la France)",364,"MF"
"FR",1,"prtvtfr",9,"PC (Parti communiste)",1251,"PCF"
"FR",1,"prtvtfr",10,"PS (Parti Socialiste)",1478,"PS"
"FR",1,"prtvtfr",11,"RPF (Rassemblement du Peuple Français)",2689,NA
"FR",1,"prtvtfr",12,"UMP (Union de la Majorité Présidentielle)",1595,"UMP|LR"
"FR",1,"prtvtfr",13,"UDF (Union pour la Démocratie Française)",213,"UDF|MD"
"FR",1,"prtvtfr",14,"Les Verts",1108,"V"
"FR",1,"prtvtfr",15,"Autres mouvements écologistes",1898,NA
"FR",1,"prtvtfr",16,"Autre",1898,NA
"FR",1,"prtvtfr",17,"Not applicable",NA,NA
"FR",1,"prtvtfr",18,"Refusal",NA,NA
"FR",1,"prtvtfr",19,"Don't know",NA,NA
"FR",1,"prtvtfr",20,"No answer",NA,NA
"FR",2,"prtvtfr",1,"CPNT (Chasse, Pêche, Nature et Traditions)",1313,"CPNT"
"FR",2,"prtvtfr",2,"DL (Démocratie Libérale)",4364,NA
"FR",2,"prtvtfr",3,"FN (Front National)",433,"FN"
"FR",2,"prtvtfr",4,"LCR (ligue communiste révolutionnaire)",1506,"LCR"
"FR",2,"prtvtfr",5,"LO (Lutte ouvrière)",617,"LO"
"FR",2,"prtvtfr",6,"MDC (Mouvement des citoyens)",3156,"MDC"
"FR",2,"prtvtfr",7,"MNR (Mouvement National Républicain)",1634,"MNR"
"FR",2,"prtvtfr",8,"MPF (Mouvement pour la France)",364,"MF"
"FR",2,"prtvtfr",9,"PC (Parti communiste)",1251,"PCF"
"FR",2,"prtvtfr",10,"PS (Parti Socialiste)",1478,"PS"
"FR",2,"prtvtfr",11,"RPF (Rassemblement du Peuple Français)",2689,NA
"FR",2,"prtvtfr",12,"UMP (Union de la Majorité Présidentielle)",1595,"UMP|LR"
"FR",2,"prtvtfr",13,"UDF (Union pour la Démocratie Française)",213,"UDF|MD"
"FR",2,"prtvtfr",14,"Les Verts",1108,"V"
"FR",2,"prtvtfr",15,"Autres mouvements écologistes",1898,NA
"FR",2,"prtvtfr",16,"Autre",1898,NA
"FR",2,"prtvtfr",17,"Not applicable",NA,NA
"FR",2,"prtvtfr",18,"Refusal",NA,NA
"FR",2,"prtvtfr",19,"Don't know",NA,NA
"FR",3,"prtvtafr",1,"CPNT (Chasse, pêche, nature et traditions)",1313,"CPNT"
"FR",3,"prtvtafr",2,"DL (Démocratie libérale)",4364,NA
"FR",3,"prtvtafr",3,"FN (Front national)",433,"FN"
"FR",3,"prtvtafr",4,"LCR (Ligue communiste révolutionnaire)",1506,"LCR"
"FR",3,"prtvtafr",5,"LO (Lutte ouvrière)",617,"LO"
"FR",3,"prtvtafr",6,"MDC (Mouvement des citoyens)",3156,"MDC"
"FR",3,"prtvtafr",7,"MNR (Mouvement national républicain)",1634,"MNR"
"FR",3,"prtvtafr",8,"MPF (Mouvement pour la France)",364,"MF"
"FR",3,"prtvtafr",9,"PC (Parti communiste)",1251,"PCF"
"FR",3,"prtvtafr",10,"PS (Parti socialiste)",1478,"PS"
"FR",3,"prtvtafr",11,"RPF (Rassemblement du peuple français)",2689,NA
"FR",3,"prtvtafr",12,"UMP (Union pour la majorité présidentielle)",4364,NA
"FR",3,"prtvtafr",13,"UDF (Union pour la démocratie française)",213,"UDF|MD"
"FR",3,"prtvtafr",14,"Les Verts",1108,"V"
"FR",3,"prtvtafr",15,"Autres mouvements écologistes",1898,NA
"FR",3,"prtvtafr",16,"Autre",1898,NA
"FR",3,"prtvtafr",17,"Blanc",3024,"RPR+UDF"
"FR",3,"prtvtafr",18,"Not applicable",NA,NA
"FR",3,"prtvtafr",19,"Refusal",NA,NA
"FR",3,"prtvtafr",20,"Don't know",NA,NA
"FR",4,"prtvtbfr",1,"CPNT (Chasse, Pêche, Nature et Traditions)",1313,"CPNT"
"FR",4,"prtvtbfr",2,"FN (Front National)",433,"FN"
"FR",4,"prtvtbfr",3,"LCR (Ligue Communiste Révolutionnaire)",1506,"LCR"
"FR",4,"prtvtbfr",4,"LO (Lutte Ouvrière)",617,"LO"
"FR",4,"prtvtbfr",5,"MPF (Mouvement pour la France)",364,"MF"
"FR",4,"prtvtbfr",6,"Nouveau Centre",1255,"NC"
"FR",4,"prtvtbfr",7,"PC (Parti Communiste)",1251,"PCF"
"FR",4,"prtvtbfr",8,"PS (Parti Socialiste)",1478,"PS"
"FR",4,"prtvtbfr",9,"PRG (Parti Radical de Gauche)",1783,"PRG"
"FR",4,"prtvtbfr",10,"UDF-MoDem (Mouvement Democrate)",496,NA
"FR",4,"prtvtbfr",11,"UMP (Union pour la Majorité Présidentielle)",4364,NA
"FR",4,"prtvtbfr",12,"Les Verts",1108,"V"
"FR",4,"prtvtbfr",13,"Autres mouvements écologistes",1898,NA
"FR",4,"prtvtbfr",14,"Divers gauche",126,"gauche"
"FR",4,"prtvtbfr",15,"Divers droite",1776,"droite"
"FR",4,"prtvtbfr",16,"Autre",1898,NA
"FR",4,"prtvtbfr",17,"Blanc",3024,"RPR+UDF"
"FR",4,"prtvtbfr",18,"Nul",NA,NA
"FR",4,"prtvtbfr",19,"Not applicable",NA,NA
"FR",4,"prtvtbfr",20,"Refusal",NA,NA
"FR",4,"prtvtbfr",21,"Don't know",NA,NA
"FR",5,"prtvtbfr",1,"CPNT (Chasse, Pêche, Nature et Traditions)",1313,"CPNT"
"FR",5,"prtvtbfr",2,"FN (Front National)",433,"FN"
"FR",5,"prtvtbfr",3,"LCR (Ligue Communiste Révolutionnaire)",1506,"LCR"
"FR",5,"prtvtbfr",4,"LO (Lutte Ouvrière)",617,"LO"
"FR",5,"prtvtbfr",5,"MPF (Mouvement pour la France)",364,"MF"
"FR",5,"prtvtbfr",6,"Nouveau Centre",1255,"NC"
"FR",5,"prtvtbfr",7,"PC (Parti Communiste)",1251,"PCF"
"FR",5,"prtvtbfr",8,"PS (Parti Socialiste)",1478,"PS"
"FR",5,"prtvtbfr",9,"PRG (Parti Radical de Gauche)",1783,"PRG"
"FR",5,"prtvtbfr",10,"UDF-MoDem (Mouvement Democrate)",496,NA
"FR",5,"prtvtbfr",11,"UMP (Union pour la Majorité Présidentielle)",4364,NA
"FR",5,"prtvtbfr",12,"Les Verts",1108,"V"
"FR",5,"prtvtbfr",13,"Autres mouvements écologistes",1898,NA
"FR",5,"prtvtbfr",14,"Divers gauche",126,"gauche"
"FR",5,"prtvtbfr",15,"Divers droite",1776,"droite"
"FR",5,"prtvtbfr",16,"Autre",1898,NA
"FR",5,"prtvtbfr",17,"Blanc",3024,"RPR+UDF"
"FR",5,"prtvtbfr",18,"Nul",NA,NA
"FR",5,"prtvtbfr",19,"Not applicable",NA,NA
"FR",5,"prtvtbfr",20,"Refusal",NA,NA
"FR",5,"prtvtbfr",21,"Don't know",NA,NA
